text,category
There is a late fee on my credit card statement from yesterday. Please correct the balance; can someone fix this.,billing_problem
I arrived damaged my web portal this morning. It is status pending and tracking shows nothing; please help.,delivery_issue
There is a late fee on my web portal statement from today. Please correct the balance; can someone fix this.,billing_problem
I never received my savings account last week. It is late and tracking shows nothing; this is urgent.,delivery_issue
I package not delivered my web portal over the weekend. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
The mobile app won’t load whenever I try to log in. I get timeout since last week; very frustrating.,app_bug
I card not received my web portal last week. It is status pending and tracking shows nothing; please help.,delivery_issue
I was charged $300 by a ride service today and I need a money back. I canceled the order; no one is responding.,refund_request
I have a general question about account features I do not understand. I contacted support by chat this morning; no one is responding.,other
I not received my ATM today. It is status pending and tracking shows nothing; please help.,delivery_issue
The mobile app keeps crashing whenever I try to login. I get freeze since over the weekend; no one is responding.,app_bug
I package not delivered my mobile app a few days ago. It is no tracking updates and tracking shows nothing; still not resolved.,delivery_issue
I not received my checking account this morning. It is no tracking updates and tracking shows nothing; this is urgent.,delivery_issue
I arrived damaged my savings account today. It is late and tracking shows nothing; can someone fix this.,delivery_issue
The mobile app crashes whenever I try to sign in. I get freeze since today; this is urgent.,app_bug
There is a late fee on my prepaid card statement from last week. Please correct the balance; no one is responding.,billing_problem
I never received my savings account this morning. It is arriving late and tracking shows nothing; please help.,delivery_issue
I have a general question about account features I do not understand. I contacted support by chat this morning; please help.,other
I have a general question about account features I do not understand. I contacted support by phone over the weekend; still not resolved.,other
I was charged $79.99 by a online store a few days ago and I need a chargeback. I canceled the order; still not resolved.,refund_request
I missing delivery my mobile app yesterday. It is stuck in transit and tracking shows nothing; this is urgent.,delivery_issue
The mobile app does not open whenever I try to log in. I get spinning wheel since last week; still not resolved.,app_bug
"I was charged $1,200 by a electronics shop yesterday and I need a chargeback. I canceled the order; no one is responding.",refund_request
I was charged $79.99 by a ride service over the weekend and I need a chargeback. I canceled the order; still not resolved.,refund_request
There is a charged twice on my credit card statement from a few days ago. Please correct the balance; no one is responding.,billing_problem
I arrived damaged my prepaid card yesterday. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
The mobile app does not open whenever I try to log in. I get spinning wheel since this morning; no one is responding.,app_bug
I card not received my website today. It is delayed and tracking shows nothing; this is urgent.,delivery_issue
I card not received my bank transfer this morning. It is late and tracking shows nothing; still not resolved.,delivery_issue
The mobile app crashes whenever I try to sign in. I get freeze since today; still not resolved.,app_bug
I arrived damaged my savings account over the weekend. It is arriving late and tracking shows nothing; can someone fix this.,delivery_issue
There is a incorrect fee on my debit card statement from last week. Please correct the balance; very frustrating.,billing_problem
I missing delivery my prepaid card this morning. It is late and tracking shows nothing; can someone fix this.,delivery_issue
There is a wrong interest on my web portal statement from yesterday. Please correct the balance; very frustrating.,billing_problem
There is a unexpected fee on my savings account statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
The mobile app crashes whenever I try to sign in. I get failed request since over the weekend; can someone fix this.,app_bug
I arrived damaged my ATM over the weekend. It is arriving late and tracking shows nothing; no one is responding.,delivery_issue
There is a wrong interest on my ATM statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
There is a wrong interest on my mobile app statement from yesterday. Please correct the balance; very frustrating.,billing_problem
The mobile app does not open whenever I try to log in. I get crash since today; no one is responding.,app_bug
The mobile app bug whenever I try to sign in. I get crash since today; can someone fix this.,app_bug
I was charged $79.99 by a merchant last week and I need a reimburse me. I canceled the order; this is urgent.,refund_request
I arrived damaged my checking account today. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
There is a billing error on my website statement from yesterday. Please correct the balance; this is urgent.,billing_problem
There is a late fee on my mobile app statement from yesterday. Please correct the balance; very frustrating.,billing_problem
The mobile app does not open whenever I try to sign in. I get crash since over the weekend; still not resolved.,app_bug
I was charged $79.99 by a subscription today and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
The mobile app glitch whenever I try to sign in. I get spinning wheel since a few days ago; can someone fix this.,app_bug
The mobile app keeps crashing whenever I try to login. I get error 500 since this morning; can someone fix this.,app_bug
I have a general question about account features I do not understand. I contacted support by chat a few days ago; please help.,other
There is a unexpected fee on my website statement from today. Please correct the balance; please help.,billing_problem
There is a billing error on my website statement from this morning. Please correct the balance; this is urgent.,billing_problem
I package not delivered my checking account yesterday. It is stuck in transit and tracking shows nothing; this is urgent.,delivery_issue
The mobile app won’t load whenever I try to log in. I get spinning wheel since yesterday; can someone fix this.,app_bug
There is a charged twice on my debit card statement from last week. Please correct the balance; can someone fix this.,billing_problem
There is a late fee on my website statement from yesterday. Please correct the balance; very frustrating.,billing_problem
There is a billing error on my mobile app statement from last week. Please correct the balance; still not resolved.,billing_problem
I was charged $300 by a ride service a few days ago and I need a reverse the charge. I canceled the order; this is urgent.,refund_request
I never received my ATM this morning. It is arriving late and tracking shows nothing; please help.,delivery_issue
I package not delivered my credit card this morning. It is arriving late and tracking shows nothing; this is urgent.,delivery_issue
The mobile app won’t load whenever I try to log in. I get error 500 since over the weekend; still not resolved.,app_bug
I was charged $79.99 by a online store last week and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
I was charged $40 by a online store today and I need a refund. I canceled the order; this is urgent.,refund_request
I was charged $79.99 by a merchant yesterday and I need a refund. I canceled the order; no one is responding.,refund_request
I was charged $250 by a electronics shop this morning and I need a reimburse me. I canceled the order; still not resolved.,refund_request
There is a late fee on my mobile app statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
I was charged $25 by a grocer this morning and I need a refund. I canceled the order; this is urgent.,refund_request
I never received my bank transfer yesterday. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
I never received my mobile app yesterday. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I was charged $79.99 by a subscription yesterday and I need a chargeback. I canceled the order; please help.,refund_request
I have a general question about account features I do not understand. I contacted support by support ticket last week; this is urgent.,other
The mobile app keeps crashing whenever I try to login. I get spinning wheel since a few days ago; this is urgent.,app_bug
I was charged $25 by a electronics shop today and I need a reimburse me. I canceled the order; no one is responding.,refund_request
There is a charged twice on my ATM statement from yesterday. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by chat today; this is urgent.,other
The mobile app keeps crashing whenever I try to login. I get failed request since yesterday; still not resolved.,app_bug
There is a late fee on my credit card statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
There is a overcharged on my website statement from yesterday. Please correct the balance; still not resolved.,billing_problem
The mobile app glitch whenever I try to log in. I get freeze since over the weekend; very frustrating.,app_bug
I missing delivery my mobile app a few days ago. It is stuck in transit and tracking shows nothing; this is urgent.,delivery_issue
The mobile app keeps crashing whenever I try to sign in. I get failed request since this morning; very frustrating.,app_bug
The mobile app bug whenever I try to sign in. I get freeze since today; no one is responding.,app_bug
There is a unexpected fee on my savings account statement from this morning. Please correct the balance; still not resolved.,billing_problem
I was charged $79.99 by a merchant this morning and I need a refund my money. I canceled the order; very frustrating.,refund_request
I arrived damaged my website this morning. It is stuck in transit and tracking shows nothing; no one is responding.,delivery_issue
I was charged $25 by a ride service yesterday and I need a reimburse me. I canceled the order; still not resolved.,refund_request
The mobile app won’t load whenever I try to login. I get timeout since last week; very frustrating.,app_bug
I have a general question about account features I do not understand. I contacted support by chat a few days ago; no one is responding.,other
The mobile app keeps crashing whenever I try to login. I get error 500 since yesterday; still not resolved.,app_bug
"I was charged $1,200 by a electronics shop over the weekend and I need a reimburse me. I canceled the order; very frustrating.",refund_request
There is a billing error on my credit card statement from this morning. Please correct the balance; no one is responding.,billing_problem
I never received my website over the weekend. It is status pending and tracking shows nothing; please help.,delivery_issue
I arrived damaged my web portal over the weekend. It is status pending and tracking shows nothing; this is urgent.,delivery_issue
There is a unexpected fee on my savings account statement from over the weekend. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by support ticket over the weekend; this is urgent.,other
"I was charged $1,200 by a subscription a few days ago and I need a reimburse me. I canceled the order; no one is responding.",refund_request
I never received my bank transfer yesterday. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I arrived damaged my website this morning. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
There is a overcharged on my prepaid card statement from a few days ago. Please correct the balance; can someone fix this.,billing_problem
There is a charged twice on my web portal statement from today. Please correct the balance; no one is responding.,billing_problem
There is a charged twice on my prepaid card statement from last week. Please correct the balance; can someone fix this.,billing_problem
I not received my web portal over the weekend. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I never received my prepaid card this morning. It is late and tracking shows nothing; this is urgent.,delivery_issue
I was charged $25 by a subscription today and I need a reimburse me. I canceled the order; no one is responding.,refund_request
The mobile app won’t load whenever I try to log in. I get failed request since last week; can someone fix this.,app_bug
There is a overcharged on my web portal statement from this morning. Please correct the balance; no one is responding.,billing_problem
The mobile app won’t load whenever I try to login. I get crash since this morning; please help.,app_bug
I arrived damaged my mobile app this morning. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I card not received my ATM last week. It is no tracking updates and tracking shows nothing; this is urgent.,delivery_issue
I was charged $300 by a online store last week and I need a reverse the charge. I canceled the order; very frustrating.,refund_request
There is a charged twice on my credit card statement from today. Please correct the balance; very frustrating.,billing_problem
I package not delivered my mobile app this morning. It is status pending and tracking shows nothing; please help.,delivery_issue
I package not delivered my checking account a few days ago. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I was charged $25 by a grocer last week and I need a reverse the charge. I canceled the order; very frustrating.,refund_request
I missing delivery my prepaid card this morning. It is late and tracking shows nothing; this is urgent.,delivery_issue
There is a wrong interest on my bank transfer statement from yesterday. Please correct the balance; very frustrating.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone this morning; still not resolved.,other
There is a billing error on my checking account statement from this morning. Please correct the balance; this is urgent.,billing_problem
The mobile app crashes whenever I try to log in. I get error 500 since a few days ago; can someone fix this.,app_bug
I never received my ATM last week. It is delayed and tracking shows nothing; this is urgent.,delivery_issue
There is a late fee on my prepaid card statement from last week. Please correct the balance; can someone fix this.,billing_problem
I card not received my mobile app today. It is no tracking updates and tracking shows nothing; still not resolved.,delivery_issue
There is a charged twice on my checking account statement from last week. Please correct the balance; this is urgent.,billing_problem
There is a charged twice on my savings account statement from this morning. Please correct the balance; still not resolved.,billing_problem
I have a general question about account features I do not understand. I contacted support by chat today; no one is responding.,other
The mobile app glitch whenever I try to log in. I get spinning wheel since a few days ago; very frustrating.,app_bug
I arrived damaged my savings account yesterday. It is delayed and tracking shows nothing; very frustrating.,delivery_issue
"I was charged $1,200 by a ride service over the weekend and I need a reimburse me. I canceled the order; no one is responding.",refund_request
I have a general question about account features I do not understand. I contacted support by chat yesterday; can someone fix this.,other
The mobile app keeps crashing whenever I try to log in. I get freeze since last week; no one is responding.,app_bug
I have a general question about account features I do not understand. I contacted support by phone over the weekend; very frustrating.,other
The mobile app bug whenever I try to sign in. I get timeout since this morning; can someone fix this.,app_bug
I was charged $79.99 by a online store today and I need a reverse the charge. I canceled the order; still not resolved.,refund_request
The mobile app keeps crashing whenever I try to sign in. I get freeze since today; still not resolved.,app_bug
I was charged $100 by a merchant a few days ago and I need a money back. I canceled the order; can someone fix this.,refund_request
There is a overcharged on my savings account statement from over the weekend. Please correct the balance; this is urgent.,billing_problem
I was charged $100 by a subscription today and I need a refund my money. I canceled the order; still not resolved.,refund_request
I not received my prepaid card last week. It is arriving late and tracking shows nothing; still not resolved.,delivery_issue
I was charged $300 by a grocer today and I need a chargeback. I canceled the order; this is urgent.,refund_request
I was charged $40 by a ride service last week and I need a chargeback. I canceled the order; still not resolved.,refund_request
I arrived damaged my prepaid card yesterday. It is late and tracking shows nothing; can someone fix this.,delivery_issue
I package not delivered my checking account a few days ago. It is stuck in transit and tracking shows nothing; still not resolved.,delivery_issue
The mobile app glitch whenever I try to sign in. I get crash since yesterday; still not resolved.,app_bug
I have a general question about account features I do not understand. I contacted support by chat yesterday; this is urgent.,other
"I was charged $1,200 by a merchant over the weekend and I need a refund. I canceled the order; still not resolved.",refund_request
There is a overcharged on my ATM statement from over the weekend. Please correct the balance; please help.,billing_problem
There is a late fee on my checking account statement from this morning. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by chat yesterday; no one is responding.,other
The mobile app glitch whenever I try to login. I get timeout since today; please help.,app_bug
I never received my prepaid card yesterday. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
There is a overcharged on my savings account statement from over the weekend. Please correct the balance; can someone fix this.,billing_problem
I card not received my checking account this morning. It is delayed and tracking shows nothing; very frustrating.,delivery_issue
The mobile app bug whenever I try to log in. I get freeze since a few days ago; still not resolved.,app_bug
I was charged $300 by a electronics shop last week and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
I have a general question about account features I do not understand. I contacted support by email last week; very frustrating.,other
There is a charged twice on my mobile app statement from today. Please correct the balance; this is urgent.,billing_problem
I never received my debit card yesterday. It is arriving late and tracking shows nothing; no one is responding.,delivery_issue
I missing delivery my ATM yesterday. It is status pending and tracking shows nothing; very frustrating.,delivery_issue
The mobile app keeps crashing whenever I try to log in. I get spinning wheel since over the weekend; no one is responding.,app_bug
There is a unexpected fee on my debit card statement from last week. Please correct the balance; can someone fix this.,billing_problem
I card not received my web portal this morning. It is delayed and tracking shows nothing; still not resolved.,delivery_issue
I was charged $250 by a online store last week and I need a reimburse me. I canceled the order; very frustrating.,refund_request
I was charged $100 by a electronics shop last week and I need a refund my money. I canceled the order; still not resolved.,refund_request
There is a billing error on my website statement from a few days ago. Please correct the balance; no one is responding.,billing_problem
I not received my bank transfer last week. It is delayed and tracking shows nothing; still not resolved.,delivery_issue
I have a general question about account features I do not understand. I contacted support by phone a few days ago; no one is responding.,other
There is a charged twice on my savings account statement from this morning. Please correct the balance; very frustrating.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone this morning; no one is responding.,other
I package not delivered my bank transfer a few days ago. It is status pending and tracking shows nothing; no one is responding.,delivery_issue
I arrived damaged my debit card last week. It is status pending and tracking shows nothing; still not resolved.,delivery_issue
There is a overcharged on my debit card statement from this morning. Please correct the balance; very frustrating.,billing_problem
The mobile app does not open whenever I try to login. I get failed request since today; no one is responding.,app_bug
I card not received my checking account today. It is stuck in transit and tracking shows nothing; please help.,delivery_issue
I was charged $100 by a electronics shop a few days ago and I need a money back. I canceled the order; this is urgent.,refund_request
I was charged $250 by a merchant last week and I need a reimburse me. I canceled the order; still not resolved.,refund_request
I arrived damaged my credit card today. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
I was charged $300 by a electronics shop this morning and I need a refund my money. I canceled the order; very frustrating.,refund_request
I never received my checking account last week. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I have a general question about account features I do not understand. I contacted support by phone this morning; very frustrating.,other
The mobile app bug whenever I try to log in. I get error 500 since today; this is urgent.,app_bug
I was charged $250 by a electronics shop last week and I need a reverse the charge. I canceled the order; this is urgent.,refund_request
The mobile app won’t load whenever I try to sign in. I get crash since last week; please help.,app_bug
I was charged $40 by a online store a few days ago and I need a chargeback. I canceled the order; no one is responding.,refund_request
I was charged $79.99 by a online store this morning and I need a reimburse me. I canceled the order; can someone fix this.,refund_request
I not received my credit card today. It is late and tracking shows nothing; please help.,delivery_issue
I package not delivered my debit card this morning. It is late and tracking shows nothing; still not resolved.,delivery_issue
The mobile app bug whenever I try to sign in. I get failed request since yesterday; can someone fix this.,app_bug
I package not delivered my bank transfer this morning. It is late and tracking shows nothing; can someone fix this.,delivery_issue
I was charged $100 by a online store today and I need a money back. I canceled the order; no one is responding.,refund_request
I card not received my credit card this morning. It is status pending and tracking shows nothing; still not resolved.,delivery_issue
There is a overcharged on my savings account statement from a few days ago. Please correct the balance; can someone fix this.,billing_problem
I was charged $25 by a electronics shop this morning and I need a money back. I canceled the order; still not resolved.,refund_request
The mobile app bug whenever I try to sign in. I get timeout since today; this is urgent.,app_bug
I was charged $40 by a grocer a few days ago and I need a chargeback. I canceled the order; please help.,refund_request
I missing delivery my ATM yesterday. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
The mobile app crashes whenever I try to sign in. I get failed request since a few days ago; can someone fix this.,app_bug
There is a charged twice on my website statement from last week. Please correct the balance; no one is responding.,billing_problem
There is a incorrect fee on my web portal statement from over the weekend. Please correct the balance; still not resolved.,billing_problem
The mobile app glitch whenever I try to log in. I get timeout since a few days ago; still not resolved.,app_bug
I never received my checking account over the weekend. It is delayed and tracking shows nothing; still not resolved.,delivery_issue
I card not received my mobile app this morning. It is no tracking updates and tracking shows nothing; this is urgent.,delivery_issue
I was charged $100 by a subscription a few days ago and I need a refund. I canceled the order; this is urgent.,refund_request
I have a general question about account features I do not understand. I contacted support by support ticket last week; can someone fix this.,other
The mobile app glitch whenever I try to sign in. I get freeze since over the weekend; still not resolved.,app_bug
The mobile app bug whenever I try to log in. I get failed request since over the weekend; please help.,app_bug
I have a general question about account features I do not understand. I contacted support by phone today; please help.,other
I arrived damaged my credit card last week. It is status pending and tracking shows nothing; can someone fix this.,delivery_issue
I was charged $100 by a merchant this morning and I need a money back. I canceled the order; still not resolved.,refund_request
The mobile app does not open whenever I try to sign in. I get spinning wheel since last week; still not resolved.,app_bug
There is a overcharged on my ATM statement from last week. Please correct the balance; no one is responding.,billing_problem
The mobile app glitch whenever I try to log in. I get freeze since over the weekend; can someone fix this.,app_bug
I card not received my bank transfer a few days ago. It is late and tracking shows nothing; still not resolved.,delivery_issue
I package not delivered my website yesterday. It is no tracking updates and tracking shows nothing; can someone fix this.,delivery_issue
I was charged $300 by a online store a few days ago and I need a money back. I canceled the order; very frustrating.,refund_request
I was charged $25 by a merchant over the weekend and I need a chargeback. I canceled the order; no one is responding.,refund_request
The mobile app keeps crashing whenever I try to log in. I get spinning wheel since this morning; please help.,app_bug
I have a general question about account features I do not understand. I contacted support by phone today; no one is responding.,other
I card not received my debit card yesterday. It is delayed and tracking shows nothing; can someone fix this.,delivery_issue
I not received my ATM this morning. It is no tracking updates and tracking shows nothing; still not resolved.,delivery_issue
The mobile app keeps crashing whenever I try to sign in. I get error 500 since last week; please help.,app_bug
The mobile app keeps crashing whenever I try to sign in. I get spinning wheel since over the weekend; still not resolved.,app_bug
I card not received my savings account a few days ago. It is status pending and tracking shows nothing; no one is responding.,delivery_issue
"I was charged $1,200 by a grocer yesterday and I need a refund. I canceled the order; still not resolved.",refund_request
The mobile app won’t load whenever I try to log in. I get freeze since yesterday; still not resolved.,app_bug
The mobile app bug whenever I try to log in. I get timeout since yesterday; can someone fix this.,app_bug
The mobile app bug whenever I try to log in. I get crash since over the weekend; very frustrating.,app_bug
The mobile app won’t load whenever I try to sign in. I get crash since today; no one is responding.,app_bug
I have a general question about account features I do not understand. I contacted support by email a few days ago; no one is responding.,other
There is a billing error on my ATM statement from this morning. Please correct the balance; can someone fix this.,billing_problem
I card not received my bank transfer over the weekend. It is late and tracking shows nothing; very frustrating.,delivery_issue
I never received my bank transfer today. It is status pending and tracking shows nothing; this is urgent.,delivery_issue
I arrived damaged my checking account a few days ago. It is stuck in transit and tracking shows nothing; still not resolved.,delivery_issue
I arrived damaged my savings account a few days ago. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
There is a charged twice on my mobile app statement from yesterday. Please correct the balance; can someone fix this.,billing_problem
I arrived damaged my ATM yesterday. It is arriving late and tracking shows nothing; can someone fix this.,delivery_issue
I have a general question about account features I do not understand. I contacted support by support ticket over the weekend; please help.,other
There is a overcharged on my prepaid card statement from last week. Please correct the balance; no one is responding.,billing_problem
I have a general question about account features I do not understand. I contacted support by phone today; very frustrating.,other
There is a incorrect fee on my website statement from today. Please correct the balance; this is urgent.,billing_problem
I was charged $40 by a ride service a few days ago and I need a refund. I canceled the order; still not resolved.,refund_request
The mobile app does not open whenever I try to log in. I get freeze since over the weekend; very frustrating.,app_bug
I have a general question about account features I do not understand. I contacted support by chat last week; please help.,other
I was charged $250 by a online store this morning and I need a refund. I canceled the order; very frustrating.,refund_request
I never received my prepaid card over the weekend. It is stuck in transit and tracking shows nothing; please help.,delivery_issue
I have a general question about account features I do not understand. I contacted support by email yesterday; no one is responding.,other
I have a general question about account features I do not understand. I contacted support by chat over the weekend; very frustrating.,other
I was charged $250 by a merchant yesterday and I need a reimburse me. I canceled the order; please help.,refund_request
I was charged $250 by a electronics shop yesterday and I need a chargeback. I canceled the order; very frustrating.,refund_request
I not received my debit card last week. It is arriving late and tracking shows nothing; please help.,delivery_issue
I was charged $250 by a electronics shop over the weekend and I need a reimburse me. I canceled the order; please help.,refund_request
There is a billing error on my ATM statement from today. Please correct the balance; this is urgent.,billing_problem
The mobile app bug whenever I try to log in. I get crash since yesterday; please help.,app_bug
I have a general question about account features I do not understand. I contacted support by chat over the weekend; still not resolved.,other
I not received my bank transfer a few days ago. It is delayed and tracking shows nothing; still not resolved.,delivery_issue
I have a general question about account features I do not understand. I contacted support by support ticket a few days ago; very frustrating.,other
There is a wrong interest on my savings account statement from a few days ago. Please correct the balance; this is urgent.,billing_problem
There is a wrong interest on my checking account statement from over the weekend. Please correct the balance; still not resolved.,billing_problem
I card not received my ATM a few days ago. It is arriving late and tracking shows nothing; no one is responding.,delivery_issue
I card not received my savings account last week. It is late and tracking shows nothing; no one is responding.,delivery_issue
I have a general question about account features I do not understand. I contacted support by support ticket this morning; this is urgent.,other
The mobile app crashes whenever I try to sign in. I get timeout since last week; very frustrating.,app_bug
I missing delivery my prepaid card over the weekend. It is status pending and tracking shows nothing; can someone fix this.,delivery_issue
I was charged $100 by a online store today and I need a reimburse me. I canceled the order; very frustrating.,refund_request
The mobile app won’t load whenever I try to log in. I get spinning wheel since a few days ago; please help.,app_bug
I never received my web portal over the weekend. It is status pending and tracking shows nothing; can someone fix this.,delivery_issue
There is a charged twice on my savings account statement from yesterday. Please correct the balance; this is urgent.,billing_problem
There is a charged twice on my savings account statement from yesterday. Please correct the balance; very frustrating.,billing_problem
The mobile app glitch whenever I try to log in. I get failed request since yesterday; still not resolved.,app_bug
There is a wrong interest on my ATM statement from this morning. Please correct the balance; very frustrating.,billing_problem
The mobile app glitch whenever I try to login. I get timeout since a few days ago; no one is responding.,app_bug
The mobile app does not open whenever I try to sign in. I get failed request since over the weekend; can someone fix this.,app_bug
I card not received my credit card yesterday. It is stuck in transit and tracking shows nothing; please help.,delivery_issue
I arrived damaged my credit card a few days ago. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
I package not delivered my debit card over the weekend. It is late and tracking shows nothing; still not resolved.,delivery_issue
There is a unexpected fee on my bank transfer statement from this morning. Please correct the balance; can someone fix this.,billing_problem
I was charged $25 by a ride service this morning and I need a reimburse me. I canceled the order; this is urgent.,refund_request
The mobile app crashes whenever I try to sign in. I get freeze since yesterday; this is urgent.,app_bug
The mobile app glitch whenever I try to log in. I get error 500 since last week; still not resolved.,app_bug
I never received my debit card today. It is stuck in transit and tracking shows nothing; this is urgent.,delivery_issue
I package not delivered my credit card over the weekend. It is arriving late and tracking shows nothing; please help.,delivery_issue
There is a unexpected fee on my debit card statement from today. Please correct the balance; this is urgent.,billing_problem
The mobile app keeps crashing whenever I try to sign in. I get timeout since yesterday; this is urgent.,app_bug
I was charged $100 by a grocer yesterday and I need a refund my money. I canceled the order; no one is responding.,refund_request
I was charged $79.99 by a ride service today and I need a refund my money. I canceled the order; this is urgent.,refund_request
The mobile app bug whenever I try to login. I get failed request since today; this is urgent.,app_bug
The mobile app does not open whenever I try to sign in. I get timeout since last week; please help.,app_bug
The mobile app won’t load whenever I try to sign in. I get spinning wheel since a few days ago; please help.,app_bug
I have a general question about account features I do not understand. I contacted support by email last week; please help.,other
"I was charged $1,200 by a electronics shop this morning and I need a refund. I canceled the order; very frustrating.",refund_request
The mobile app won’t load whenever I try to sign in. I get timeout since over the weekend; very frustrating.,app_bug
I was charged $40 by a merchant over the weekend and I need a refund my money. I canceled the order; please help.,refund_request
I not received my bank transfer yesterday. It is late and tracking shows nothing; can someone fix this.,delivery_issue
The mobile app glitch whenever I try to login. I get timeout since a few days ago; this is urgent.,app_bug
The mobile app crashes whenever I try to log in. I get error 500 since a few days ago; still not resolved.,app_bug
I have a general question about account features I do not understand. I contacted support by support ticket today; very frustrating.,other
There is a unexpected fee on my web portal statement from yesterday. Please correct the balance; can someone fix this.,billing_problem
There is a unexpected fee on my prepaid card statement from over the weekend. Please correct the balance; still not resolved.,billing_problem
I card not received my website today. It is no tracking updates and tracking shows nothing; please help.,delivery_issue
I missing delivery my web portal last week. It is stuck in transit and tracking shows nothing; please help.,delivery_issue
The mobile app glitch whenever I try to log in. I get crash since this morning; this is urgent.,app_bug
The mobile app keeps crashing whenever I try to log in. I get freeze since a few days ago; no one is responding.,app_bug
The mobile app bug whenever I try to log in. I get freeze since over the weekend; very frustrating.,app_bug
I was charged $79.99 by a grocer last week and I need a refund. I canceled the order; please help.,refund_request
There is a wrong interest on my credit card statement from over the weekend. Please correct the balance; very frustrating.,billing_problem
"I was charged $1,200 by a subscription this morning and I need a reimburse me. I canceled the order; please help.",refund_request
I missing delivery my website this morning. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
I card not received my ATM this morning. It is delayed and tracking shows nothing; very frustrating.,delivery_issue
The mobile app won’t load whenever I try to sign in. I get freeze since a few days ago; this is urgent.,app_bug
I package not delivered my credit card today. It is no tracking updates and tracking shows nothing; very frustrating.,delivery_issue
I have a general question about account features I do not understand. I contacted support by chat over the weekend; please help.,other
I arrived damaged my credit card this morning. It is stuck in transit and tracking shows nothing; no one is responding.,delivery_issue
The mobile app bug whenever I try to login. I get spinning wheel since today; no one is responding.,app_bug
I was charged $25 by a ride service this morning and I need a money back. I canceled the order; still not resolved.,refund_request
I was charged $79.99 by a subscription over the weekend and I need a reimburse me. I canceled the order; this is urgent.,refund_request
I not received my credit card today. It is stuck in transit and tracking shows nothing; very frustrating.,delivery_issue
I never received my ATM yesterday. It is arriving late and tracking shows nothing; please help.,delivery_issue
I was charged $40 by a subscription last week and I need a refund my money. I canceled the order; please help.,refund_request
"I was charged $1,200 by a subscription over the weekend and I need a chargeback. I canceled the order; this is urgent.",refund_request
There is a charged twice on my mobile app statement from yesterday. Please correct the balance; very frustrating.,billing_problem
The mobile app won’t load whenever I try to log in. I get failed request since a few days ago; still not resolved.,app_bug
I have a general question about account features I do not understand. I contacted support by chat yesterday; please help.,other
I missing delivery my website a few days ago. It is late and tracking shows nothing; can someone fix this.,delivery_issue
The mobile app glitch whenever I try to sign in. I get spinning wheel since this morning; this is urgent.,app_bug
There is a incorrect fee on my savings account statement from this morning. Please correct the balance; very frustrating.,billing_problem
The mobile app won’t load whenever I try to log in. I get spinning wheel since yesterday; this is urgent.,app_bug
The mobile app does not open whenever I try to log in. I get freeze since this morning; can someone fix this.,app_bug
The mobile app does not open whenever I try to sign in. I get failed request since this morning; this is urgent.,app_bug
I was charged $100 by a ride service this morning and I need a refund. I canceled the order; very frustrating.,refund_request
The mobile app crashes whenever I try to log in. I get spinning wheel since a few days ago; can someone fix this.,app_bug
I have a general question about account features I do not understand. I contacted support by email yesterday; this is urgent.,other
The mobile app keeps crashing whenever I try to sign in. I get timeout since over the weekend; can someone fix this.,app_bug
The mobile app keeps crashing whenever I try to login. I get spinning wheel since over the weekend; very frustrating.,app_bug
The mobile app won’t load whenever I try to sign in. I get crash since over the weekend; please help.,app_bug
I was charged $300 by a ride service yesterday and I need a money back. I canceled the order; this is urgent.,refund_request
I have a general question about account features I do not understand. I contacted support by chat last week; this is urgent.,other
There is a unexpected fee on my mobile app statement from this morning. Please correct the balance; very frustrating.,billing_problem
I was charged $250 by a merchant last week and I need a refund my money. I canceled the order; still not resolved.,refund_request
I have a general question about account features I do not understand. I contacted support by chat last week; very frustrating.,other
